nid	mid	fields
1577746186696	1577652741654	pra	forward
1577746186697	1577652741654	prati-	pfx. towards,against
1577746186698	1577652741654	vi	apart,without
1577746186699	1577652741654	sam	together,fully
1577746186700	1577652741654	ISvaraH	m. God
1577746186701	1577652741654	putraH	m. son
1577746186702	1577652741654	guRaH	m. virtue
1577746186703	1577652741654	lokaH	m. world
1577746186704	1577652741654	vinayaH	m. modesty
1577746186705	1577652741654	janakaH	m. father
1577746186706	1577652741654	AkASaH	m. sky
1577746186707	1577652741654	AgamaH	m. arrival
1577746186708	1577652741654	prasAdaH	m. favor
1577746186709	1577652741654	Arogyam	n. health
1577746186710	1577652741654	kAvyam	n. poem
1577746186711	1577652741654	dEvam	n. fate
1577746186712	1577652741654	balam	n. strength
1577746186713	1577652741654	mAMsam	n. meat
1577746186714	1577652741654	mitram	n. friend
1577746186715	1577652741654	vacanam	n. saying
1577746186716	1577652741654	sOndaryam	n. beauty
1577746186717	1577652741654	halam	n. plough
1577746186718	1577652741654	aliH	bee
1577746186719	1577652741654	kapiH	monkey
1577746186720	1577652741654	nfpatiH	king
1577746186721	1577652741654	fziH	seer
1577746186722	1577652741654	DvaniH	sound
1577746186723	1577652741654	niDiH	treasure
1577746186724	1577652741654	pARiH	hand
1577746186725	1577652741654	viDiH	fate
1577746186726	1577652741654	raSmiH	ray
1577746186727	1577652741654	vAyuH	wind
1577746186728	1577652741654	mftyuH	death
1577746186729	1577652741654	praBuH	lord,master
1577746186730	1577652741654	SatruH	enemy
1577746186731	1577652741654	hetuH	cause
1577746186732	1577652741654	sADuH	honest man
1577746186733	1577652741654	raGuH	Raghu
1577746186734	1577652741654	ni-kzip nikzipati	P6. to put down
1577746186735	1577652741654	nir-vah nirvahati	P1. to carry out
1577746186736	1577652741654	pari-pat paripatati	P1. to fly round
1577746186737	1577652741654	prati-gam pratigacCati	P1. to return
1577746186738	1577652741654	vi-as vyasyati	P4. to scatter
1577746186739	1577652741654	sam-kzip saMkzipati	P1. to shorten
1577746186740	1577652741654	atra	ind. here
1577746186741	1577652741654	tatra	ind. there
1577746186742	1577652741654	eva	just,only
1577746186743	1577652741654	adya	ind. today
1577746186744	1577652741654	aDunA	ind. now
1577746186745	1577652741654	iva	ind. like
1577746186746	1577652741654	evam	ind. thus
1577746186747	1577652741654	api	ind. even
1577746186748	1577652741654	na kadApi	ind. never
1577746186749	1577652741654	sadA	ind. always
1577746186750	1577652741654	gaNgA	f. the Ganges
1577746186751	1577652741654	ramBA	f. plantain-tree
1577746186752	1577652741654	mudrA	f. seal,coin
1577746186753	1577652741654	SoBA	f. splendour
1577746186754	1577652741654	BAryA	f. wife
1577746186755	1577652741654	CAyA	f. shade
1577746186756	1577652741654	sanDyA	f. twilight
1577746186757	1577652741654	BAzA	f. speech
1577746186758	1577652741654	saBA	f. assembly
1577746186759	1577652741654	reKA	f. line
1577746186760	1577652741654	mAlA	f. garland
1577746186761	1577652741654	latA	f. creeper
1577746186762	1577652741654	bAlikA	f. girl
1577746186763	1577652741654	nagarI	f. town
1577746186764	1577652741654	nadI	f. river
1577746186765	1577652741654	DAtrI	f. nurse
1577746186766	1577652741654	pfTivI	f. earth
1577746186767	1577652741654	vARI	f. voice
1577746186768	1577652741654	rAjYI	f. queen
1577746186769	1577652741654	siMhI	f. lioness
1577746186770	1577652741654	jananI	f. mother
1577746186771	1577652741654	nArI	f. woman
1577746186772	1577652741654	patnI	f. wife
1577746186773	1577652741654	BaginI	f. sister
1577746186774	1577652741654	gfhiRI	f. housewife
1577746186775	1577652741654	SarvarI	f. night
1577746186776	1577652741654	Ikz Ikzate	A1. to see
1577746186777	1577652741654	kamp kampate	A1. to tremble
1577746186778	1577652741654	gAh gAhate	A1. to dive
1577746186779	1577652741654	jan jAyate	A1. to be born
1577746186780	1577652741654	qI qIyate	A1. to fly
1577746186781	1577652741654	man manyate	A4. to think
1577746186782	1577652741654	yuD yuDyate	A4. to fight
1577746186783	1577652741654	ruc rocate	A1. to please
1577746186784	1577652741654	mantr mantrayate	A10. consult
1577746186785	1577652741654	mfg mfgayate	A10. to search
1577746186786	1577652741654	vi-ji vijayate	A1. to conquer
1577746186787	1577652741654	parA-ji parAjayate	A1. to defeat
1577746186788	1577652741654	A-pracC ApfcCate	A6. to take leave of (+Accusative)
1577746186789	1577652741654	kf karoti	P8. to do, to make
1577746186790	1577652741654	vi-vad vivadate	A1. to disagree
1577746186791	1577652741654	vft vartate	A1. to exist
1577746186792	1577652741654	ni-vft ni-vartate	A1. to desist from
1577746186793	1577652741654	upa-gam upagacCati	P1. to approach
1577746186794	1577652741654	vi-sad vizIdati	P1to be sad
1577746186795	1577652741654	aDi-sTA aDitizWati	P1. to live in (+Accusative)
1577746186796	1577652741654	pari-nI pariRayati	P1. to marry
1577746186797	1577652741654	aBi-ni-viS aBiniviSate	A6. to resort to (+Accusative)
1577746186798	1577652741654	A-df Adriyate	A6. to respect
1577746186799	1577652741654	BAz BAzate	A1. to speak
1577746186800	1577652741654	A-raB AraBate	A1. to begin
1577746186801	1577652741654	laB laBate	A1. to obtain
1577746186802	1577652741654	matiH	f. mind
1577746186803	1577652741654	SaktiH	f. power
1577746186804	1577652741654	BaktiH	f. devotion
1577746186805	1577652741654	tfptiH	f. satisfaction
1577746186806	1577652741654	nItiH	f. conduct
1577746186807	1577652741654	keliH	f. jest
1577746186808	1577652741654	BUmiH	f. earth
1577746186809	1577652741654	DUliH	f. dust
1577746186810	1577652741654	rAtriH	f. night
1577746186811	1577652741654	DenuH	f. cow
1577746186812	1577652741654	caYcuH	f. beak
1577746186813	1577652741654	tanuH	f. body
1577746186814	1577652741654	rajjuH	f. rope
1577746186815	1577652741654	reRuH	f. dust,pollen
1577746186816	1577652741654	hanuH	f. jaw
1577746186817	1577652741654	kAryam	n. work
1577746186818	1577652741654	GawaH	m. jar
1577746186819	1577652741654	AdeSaH	m. order
1577746186820	1577652741654	SIrze karomi	I place on my head
1577746186821	1577652741654	kare karomi	I take in my hand
1577746186822	1577652741654	kzaRaM karomi	I wait one moment
1577746186823	1577652741654	matiM karomi	I turn my mind to (+Locative)
1577746186824	1577652741654	padaM karomi	I set foot on (+Locative)
1577746186825	1577652741654	dAtf dAtA	m. donor
1577746186826	1577652741654	kartf kartA	m. doer
1577746186827	1577652741654	netf netA	m. leader
1577746186828	1577652741654	Srotf SrotA	m. hearer
1577746186829	1577652741654	savitf savitA	m. sun
1577746186830	1577652741654	jetf jetA	m. conqueror
1577746186831	1577652741654	naptf naptA	m. grandson
1577746186832	1577652741654	pitf pitA	m. father
1577746186833	1577652741654	BrAtf BrAtA	m. brother
1577746186834	1577652741654	jAmAtf jAmAtA	m. son-in-law
1577746186835	1577652741654	duhitf duhitA	f. daughter
1577746186836	1577652741654	mAtf mAtA	f. mother
1577746186837	1577652741654	nanAMdf nanAMdA	f. sister-in-law
1577746186838	1577652741654	svasf svasA	f. sister
1577746186839	1577652741654	raTaH	m. chariot
1577746186840	1577652741654	SaWaH	m. rogue
1577746186841	1577652741654	udyAnam	n. garden
1577746186842	1577652741654	punar punaH	m. again
1577746186843	1577652741654	prAtar prAtaH	m. early morning
1577746186844	1577652741654	kroDaH	m. anger
1577746186845	1577652741654	loBaH	m. greed
1577746186846	1577652741654	kAmaH	m. desire
1577746186847	1577652741654	mohaH	m. illusion
1577746186848	1577652741654	nASaH	m. destruction
1577746186849	1577652741654	pApam	n. sin
1577746186850	1577652741654	kAraRam	n. cause
1577746186851	1577652741654	praBU praBavati	P1. to arise, to be produced
1577746186852	1577652741654	pravft pravartate	A1. to proceed
1577746186853	1577652741654	KaRq KaRqayati	P10. to break
1577746186854	1577652741654	vaDUH	f. bride
1577746186855	1577652741654	camUH	f. army
1577746186856	1577652741654	SvaSrUH	f.mother-in-law
1577746186857	1577652741654	asiH	m. sword
1577746186858	1577652741654	ASramaH	m. hermitage
1577746186859	1577652741654	OzaDam	n. medicine
1577746186860	1577652741654	kzetram	n. field
1577746186861	1577652741654	vidyA	f. knowledge
1577746186862	1577652741654	yadi	if
1577746186863	1577652741654	ekadA	once upon a time
1577746186864	1577652741654	tArA	f. star
1577746186865	1577652741654	dAsI	f. maid-servant
1577746186866	1577652741654	durjanaH	m. wicked person
1577746186867	1577652741654	netram	n. eye
1577746186868	1577652741654	pustakam	n. book
1577746186869	1577652741654	Bayam	n. fear
1577746186870	1577652741654	satyam	n. truth
1577746186871	1577652741654	kintu	but
1577746186872	1577652741654	taq tAqayati	P10. to beat
1577746186873	1577652741654	kup kupyati	P4. to be angry (+Dative)
1577746186874	1577652741654	kxp kalpate	A1. to be fit for (+Dative)
1577746186875	1577652741654	ava-gam avagacCati	P1. to know
1577746186876	1577652741654	ud-sTA uttizWati	P1. to rise
1577746186877	1577652741654	tul tolayati	P10. to weigh
1577746186878	1577652741654	A-diS AdiSati	P6. to order, to command
1577746186879	1577652741654	pra-buD praboDati	P1. to wake up
1577746186880	1577652741654	mf mriyate	P6. to die
1577746186881	1577652741654	as asti	P2. to be
1577746186882	1577652741654	vAri	n. water
1577746186883	1577652741654	maDu	n. honey
1577746186884	1577652741654	aSru	n. tear
1577746186885	1577652741654	ambu	n. water
1577746186886	1577652741654	jAnu	n. knee
1577746186887	1577652741654	vastu	n. thing
1577746186888	1577652741654	dAru	n. wood
1577746186889	1577652741654	anDa	mfn. blind
1577746186890	1577652741654	udAra	mfn. generous
1577746186891	1577652741654	kARa	mfn. one-eyed
1577746186892	1577652741654	kuSala	mfn. skilful
1577746186893	1577652741654	kftrima	mfn. artificial
1577746186894	1577652741654	kfpaRa	mfn. wretched
1577746186895	1577652741654	kzudra	mfn. small,mean
1577746186896	1577652741654	KaYja	mfn. lame
1577746186897	1577652741654	tIvra	mfn. sharp,acute
1577746186898	1577652741654	durlaBa	mfn. difficult to get
1577746186899	1577652741654	nava	mfn. new
1577746186900	1577652741654	nitya	mfn. regular,obligatory
1577746186901	1577652741654	prasanna	mfn. favorable, clear
1577746186902	1577652741654	pIna	mfn. fat
1577746186903	1577652741654	mfta	mfn. dead
1577746186904	1577652741654	vfdDa	mfn. old
1577746186905	1577652741654	vyADita	mfn. sick
1577746186906	1577652741654	hata	mfn. killed
1577746186907	1577652741654	suganDi	mfn. sweet-smelling
1577746186908	1577652741654	suraBi	mfn. fragrant
1577746186909	1577652741654	Suci	mfn. pure
1577746186910	1577652741654	bahu	mfn. much,many
1577746186911	1577652741654	sADu	mfn. virtuous
1577746186912	1577652741654	ASu	mfn. swift
1577746186913	1577652741654	cAru	mfn. lovely
1577746186914	1577652741654	guru	mfn. heavy
1577746186915	1577652741654	mfdu	mfn. soft
1577746186916	1577652741654	svAdu	mfn. sweet
1577746186917	1577652741654	dAtf	mfn. generous
1577746186918	1577652741654	kartf	mfn. doer
1577746186919	1577652741654	jetf	mfn. victorious
1577746186920	1577652741654	vaktf	mfn. eloquent
1577746186921	1577652741654	gantf	mfn. going
1577746186922	1577652741654	vand vandate	A1. to salute
1577746186923	1577652741654	aDi-kzip aDikzipati	P1. to abuse
1577746186924	1577652741654	pad padyate	A4. to go, to obtain
1577746186925	1577652741654	vi-pad vipadyate	A4. to fall into misfortune
1577746186926	1577652741654	sam-pad sampadyate	A4. to prosper
1577746186927	1577652741654	asmad	pron. I
1577746186928	1577652741654	yuzmad	pron. you
1577746186929	1577652741654	tad	pron. that, he
1577746186930	1577652741654	etad	pron. this
1577746186931	1577652741654	SaraH	m. arrow
1577746186932	1577652741654	sUtaH	m. charioteer
1577746186933	1577652741654	stenaH	m. thief
1577746186934	1577652741654	DarmaH	m. duty
1577746186935	1577652741654	arTaH	m. wealth
1577746186936	1577652741654	muktiH	f salvation
1577746186937	1577652741654	gopAlaH	m. Gopala, cowherd
1577746186938	1577652741654	malahArakaH	m. sweeper
1577746186939	1577652741654	sumatiH	Sumati, good mind
1577746186940	1577652741654	pArizadaH	m. courtier
1577746186941	1577652741654	vaDaH	m. killing
1577746186942	1577652741654	darSanam	n. sight
1577746186943	1577652741654	aBiDeyam	n. name
1577746186944	1577652741654	vimUQa	mfn. bewildered
1577746186945	1577652741654	snih snihyati	P4. to feel affection (+Locative)
1577746186946	1577652741654	sev sevate	A1. to serve
1577746186947	1577652741654	kim	ind. what ?
1577746186948	1577652741654	samIpam	ind. near (+Genitive)
1577746186949	1577652741654	kataraH	m. which of the two
1577746186950	1577652741654	BfSam	ind. greatly, violently
1577746186951	1577652741654	niraparADa	mfn. innocent
1577746186952	1577652741654	pra-viS praviSati	P1. to enter
1577746186953	1577652741654	ava-lok avalokayati	P10. to see
1577746186954	1577652741654	idam	pron. this
1577746186955	1577652741654	adas	pron. that
1577746186956	1577652741654	A-gam AgacCati	P1. to come
1577746186957	1577652741654	vi-smf vismarati	P1. to forget
1577746186958	1577652741654	BaYj Bajyate	A7. to break (passive)
1577746186959	1577652741654	grah gfhyate	A9. to seize (passive)
1577746186960	1577652741654	SAs Sizyate	A2. to order (passive)
1577746186961	1577652741654	vac ucyate	A2. to speak (passive)
1577746186962	1577652741654	banD baDyate	A9. to bind (passive)
1577746186963	1577652741654	pra-kAS A1 prakASate	A1. to shine
1577746186964	1577652741654	aDama	mfn. inferior
1577746186965	1577652741654	antima	mfn. last
1577746186966	1577652741654	asIma	mfn. boundless
1577746186967	1577652741654	AcAryaH	m. preceptor
1577746186968	1577652741654	dUtaH	m. messenger
1577746186969	1577652741654	sarpaH	m. snake
1577746186970	1577652741654	hariH	m. Hari
1577746186971	1577652741654	rAmaH	m. Rama
1577746186972	1577652741654	sItA	f. Sita
1577746186973	1577652741654	laGu	mfn. light
1577746186974	1577652741654	Bartf BartA	m. husband
1577746186975	1577652741654	ASA	f. hope
1577746186976	1577652741654	kanyA	f. daughter
1577746186977	1577652741654	kaTA	f. story
1577746186978	1577652741654	jihvA	f. tongue
1577746186979	1577652741654	lajjA	f. shame
1577746186980	1577652741654	ata eva	ind. therefore
1577746186981	1577652741654	anyaTA	ind. otherwise
1577746186982	1577652741654	iti	ind. so, thus
1577746186983	1577652741654	ciram	ind. for a long time
1577746186984	1577652741654	tUzRIm	ind. silently
1577746186985	1577652741654	Sastram	n. weapon
1577746186986	1577652741654	pratipattiH	f. fame
1577746186987	1577652741654	hAsyam	n. ridicule
1577746186988	1577652741654	vfdDatvam	n. old age
1577746186989	1577652741654	cakram	n. wheel
1577746186990	1577652741654	gatiH	f. motion
1577746186991	1577652741654	puruzakAraH	m. human effort
1577746186992	1577652741654	udyamaH	m. effort
1577746186993	1577652741654	manoraTaH	m. desire
1577746186994	1577652741654	mfgaH	m. deer
1577746186995	1577652741654	kOnteyaH	m. Arjuna
1577746186996	1577652741654	saKyam	n. friendship
1577746186997	1577652741654	prItiH	f. affection
1577746186998	1577652741654	aNgAraH	m. charcoal
1577746186999	1577652741654	gAnam	n. song
1577746187000	1577652741654	Adya	mfn. first
1577746187001	1577652741654	dvitIya	mfn. second
1577746187002	1577652741654	eka	pron.-adj. one
1577746187003	1577652741654	supta	mfn. asleep
1577746187004	1577652741654	daridra	mfn. poor
1577746187005	1577652741654	paTya	mfn. wholesome
1577746187006	1577652741654	nIruja	mfn. healthy
1577746187007	1577652741654	uzRa	mfn. hot
1577746187008	1577652741654	SIta	mfn. cool, cold
1577746187009	1577652741654	kfzRa	mfn. black
1577746187010	1577652741654	Sveta	mfn. white
1577746187011	1577652741654	rakta	mfn. red
1577746187012	1577652741654	pIta	mfn. yellow
1577746187013	1577652741654	nIla	mfn. blue
1577746187014	1577652741654	harita	mfn. green
1577746187015	1577652741654	hi	ind. for, indeed
1577746187016	1577652741654	yaTA	ind. as
1577746187017	1577652741654	taTA	ind. so
1577746187018	1577652741654	samam	ind. with (+Instrumental)
1577746187019	1577652741654	divA	ind. in day-time
1577746187020	1577652741654	naktam	ind. at night
1577746187021	1577652741654	rahasi	ind. in secret
1577746187022	1577652741654	vfTA	ind. in vain
1577746187023	1577652741654	hyaH	m. yesterday
1577746187024	1577652741654	SvaH	m. tomorrow
1577746187025	1577652741654	SanEH	ind. slowly
1577746187026	1577652741654	sapadi	ind. at once
1577746187027	1577652741654	sahasA	ind. suddenly
1577746187028	1577652741654	sakft	ind. once
1577746187029	1577652741654	kadApi	ind. sometimes
1577746187030	1577652741654	pra-dA prayacCati	P1. to bestow
1577746187031	1577652741654	kAraya kArayati	P8. (kf-causal) to perform, to establish
1577746187032	1577652741654	kfzRAya kfzRAyate	P (Nom.) to make black
1577746187033	1577652741654	siD siDyati	P4. to succeed
1577746187034	1577652741654	sah sahate	A1. to endure
1577746187035	1577652741654	Sikz Sikzate	A1. to learn
1577746187036	1577652741654	Suc Socati	P1. to grieve
1577746187037	1577652741654	vfD varDate	A1. to increase
1577746187038	1577652741654	vep vepate	A1. to tremble
1577746187039	1577652741654	luw luwyati	P4. to wallow
1577746187040	1577652741654	gE gAyati	P1. to sing
1577746187041	1577652741654	Bf Barati	P1. to feed, to support
1577746187042	1577652741654	jalamuc jalamuk	m. cloud
1577746187043	1577652741654	fc fk	f. hymn
1577746187044	1577652741654	tvac tvak	f. skin
1577746187045	1577652741654	vAc vAk	f. speech
1577746187046	1577652741654	Suc Suk	f. grief
1577746187047	1577652741654	vaRij vaRik	m. merchant
1577746187048	1577652741654	Bizaj Bizak	m. doctor
1577746187049	1577652741654	ftvij ftvik	m. priest
1577746187050	1577652741654	samrAj samrAw	m. emperor
1577746187051	1577652741654	parivrAj parivrAw	m. mendicant
1577746187052	1577652741654	sraj srak	f. garland
1577746187053	1577652741654	marut	m. wind
1577746187054	1577652741654	BUBft	m. king
1577746187055	1577652741654	vidyut	f. lightning (flash)
1577746187056	1577652741654	taqit	f. lightning (strike)
1577746187057	1577652741654	sarit	f. river
1577746187058	1577652741654	suhfd suhft	f. friend
1577746187059	1577652741654	udBid udBit	m. plant
1577746187060	1577652741654	Apad Apat	f. adversity
1577746187061	1577652741654	vipad vipat	f. danger
1577746187062	1577652741654	sampad sampat	f. wealth
1577746187063	1577652741654	parizad parizat	f. assembly
1577746187064	1577652741654	Sarad Sarat	f. autumn
1577746187065	1577652741654	kzuD kzut	f. hunger
1577746187066	1577652741654	samiD samit	f. fuel
1577746187067	1577652741654	prAvfz prAvfw	f. rainy season
1577746187068	1577652741654	diS dik	f. direction
1577746187069	1577652741654	asfj asfk	n. blood
1577746187070	1577652741654	candramas candramAH	m. moon
1577746187071	1577652741654	veDas veDAH	m. creator
1577746187072	1577652741654	payas payaH	m. n. water,milk
1577746187073	1577652741654	uras uraH	m. n. breast
1577746187074	1577652741654	cetas cetaH	m. n. mind
1577746187075	1577652741654	manas manaH	m. n. mind
1577746187076	1577652741654	yaSas yaSaH	m. n. fame
1577746187077	1577652741654	vayas vayaH	m. n. age
1577746187078	1577652741654	viS viw	m. Vaishya (third caste)
1577746187079	1577652741654	kakuB kakup	f. direction
1577746187080	1577652741654	dvAr dvAH	f. door
1577746187081	1577652741654	tejas tejaH	m. n. glare,energy
1577746187082	1577652741654	Siras SiraH	m. n. head
1577746187083	1577652741654	tapas tapaH	m. n. penance
1577746187084	1577652741654	sadas sadaH	m. n. residence
1577746187085	1577652741654	havis haviH	n. oblation
1577746187086	1577652741654	jyotis jyotiH	n. light
1577746187087	1577652741654	priya	mfn. dear
1577746187088	1577652741654	gir gIH	f. voice
1577746187089	1577652741654	pur pUH	f. town
1577746187090	1577652741654	Dur DUH	f. yoke
1577746187091	1577652741654	dviz dviw	m. enemy
1577746187092	1577652741654	Ayus AyuH	n. life
1577746187093	1577652741654	Danus DanuH	n. bow
1577746187094	1577652741654	cakzus cakzuH	n. eye
1577746187095	1577652741654	maDulih maDuliw	m. bee
1577746187096	1577652741654	upAnah upAnat	f. shoe
1577746187097	1577652741654	vid vidyate	A4. to happen, to be
1577746187098	1577652741654	sumanas sumanAH	m. learned man
1577746187099	1577652741654	uzas uzAH	f. dawn
1577746187100	1577652741654	tamas tamaH	m. n. darkness
1577746187101	1577652741654	sTita	mfn. standing
1577746187102	1577652741654	nirguRa	mfn. worthless,without quality
1577746187103	1577652741654	sattvam	n. being, vigour
1577746187104	1577652741654	dayA	f compassion
1577746187105	1577652741654	sam-hf saMharati-saMharate	U1. to withdraw
1577746187106	1577652741654	kAmaduh kAmaDuk	f. wish-yielding cow
1577746187107	1577652741654	Ayuzmat	mfn. long-lived
1577746187108	1577652741654	balavat	mfn. strong
1577746187109	1577652741654	Bagavat BagavAn	m. God
1577746187110	1577652741654	matimat	mfn. prudent
1577746187111	1577652741654	DImat	mfn. talented
1577746187112	1577652741654	SrImat	mfn. rich
1577746187113	1577652741654	jYAnavat	mfn. learned
1577746187114	1577652741654	Danavat	mfn. wealthy
1577746187115	1577652741654	himavat himavAn	m. Himalaya
1577746187116	1577652741654	hanumat hanumAn	m. Hanuman
1577746187117	1577652741654	vinodaH	m. diversion, pastime
1577746187118	1577652741654	kAlaH	m. time
1577746187119	1577652741654	vyasanam	n. dissipation, need
1577746187120	1577652741654	mUrKaH	m. fool
1577746187121	1577652741654	nidrA	f. sleep
1577746187122	1577652741654	kalahaH	m. quarrel
1577746187123	1577652741654	smi smayate	A1. to smile
1577746187124	1577652741654	pari-BU pariBavati	P1. to overcome
1577746187125	1577652741654	pari-vft parivartate	A1. to turn
1577746187126	1577652741654	pari-hf pariharati	P1. to avoid
1577746187127	1577652741654	pari-has parihasati	P1. to laugh at
1577746187128	1577652741654	paruza	mfn. hard, rough
1577746187129	1577652741654	Akula	mfn. disturbed, afflicted
1577746187130	1577652741654	dIrGa	mfn. long
1577746187131	1577652741654	snA snAti	P2. to bathe
1577746187132	1577652741654	Sru SfRoti	P5. to hear
1577746187133	1577652741654	ci cinoti	P5. to collect
1577746187134	1577652741654	Ap Apnoti	P5. to obtain
1577746187135	1577652741654	dIp dIpyate	A4. to shine
1577746187136	1577652741654	stu stOti	P4. to praise
1577746187137	1577652741654	yAc yAcate	A1. to beg
1577746187138	1577652741654	jalp jalpati	P1. to prattle
1577746187139	1577652741654	mA mimAti	P3. to measure
1577746187140	1577652741654	rud roditi	P2. to cry
1577746187141	1577652741654	ram ramate	A1. to sport
1577746187142	1577652741654	kzaR kzaRoti	P8. to hurt
1577746187143	1577652741654	tan tanoti	P8. to spread
1577746187144	1577652741654	han hanti	P2. to kill
1577746187145	1577652741654	svap svapiti	P2. to sleep
1577746187146	1577652741654	ruD roDati	P1. to obstruct
1577746187147	1577652741654	kzuB kzuByati	P4. to be agitated
1577746187148	1577652741654	hA jahAti	P3. to abandon
1577746187149	1577652741654	Bid Binnati	P7. to break
1577746187150	1577652741654	tF tarati	P1. to cross
1577746187151	1577652741654	pF pfRAti	P9. to fill
1577746187152	1577652741654	Cid Cinatti	P7. to cut
1577746187153	1577652741654	dF dfRAti	P9. to tear
1577746187154	1577652741654	lI linAti	P9. to stick, to adhere
1577746187155	1577652741654	lU lunAti	P9. to cut
1577746187156	1577652741654	DA daDAti	P3. to put
1577746187157	1577652741654	Suz Suzyati	P4. to dry
1577746187158	1577652741654	vastram	n. garment
1577746187159	1577652741654	mArgaH	m. path
1577746187160	1577652741654	hAraH	m. necklace
1577746187161	1577652741654	Bojanam	n. meal
1577746187162	1577652741654	mUzakaH	m. mouse
1577746187163	1577652741654	AhAraH	m. food
1577746187164	1577652741654	bilam	n. hole
1577746187165	1577652741654	parAkramaH	m. bravery
1577746187166	1577652741654	jAlam	n. net
1577746187167	1577652741654	dantaH	m. tooth
1577746187168	1577652741654	kftajYatA	f. gratitude
1577746187169	1577652741654	praBUta	mfn. much,many
1577746187170	1577652741654	BayaMkara	mfn. fearful
1577746187171	1577652741654	vizaRRa	mfn. dejected
1577746187172	1577652741654	alam-kf alaMkaroti	P8. to adorn
1577746187173	1577652741654	parihartavya	mfn. to be avoided
1577746187174	1577652741654	sAnandam	ind. joyfully
1577746187175	1577652741654	uccEH	loudly
1577746187176	1577652741654	aparADaH	m. offence
1577746187177	1577652741654	kiyat	pron. how great, how much
1577746187178	1577652741654	yAvat tAvat	pron. as much as
1577746187179	1577652741654	guRin	mfn. virtuous
1577746187180	1577652741654	jYAnin	mfn. learned
1577746187181	1577652741654	mantrin ( mantrI )	m. minister
1577746187182	1577652741654	rogin	mfn. sick
1577746187183	1577652741654	tejasvin	mfn. bright
1577746187184	1577652741654	svAmin svAmI	m. husband, master
1577746187185	1577652741654	SaSin SaSI	m. moon
1577746187186	1577652741654	iyat	pron. so much
1577746187187	1577652741654	etAvat	pron. so much
1577746187188	1577652741654	dfQa	mfn. firm
1577746187189	1577652741654	pfTu	mfn. broad
1577746187190	1577652741654	kfSa	mfn. thin
1577746187191	1577652741654	pawu	mfn. clever
1577746187192	1577652741654	sTira	mfn. steady
1577746187193	1577652741654	sTUla	mfn. big
1577746187194	1577652741654	uru	mfn. wide
1577746187195	1577652741654	kzipta	mfn. quick
1577746187196	1577652741654	mahat	mfn. great
1577746187197	1577652741654	Bavat	pron. your honor
1577746187198	1577652741654	alpa	mfn. little
1577746187199	1577652741654	antika	mfn. near
1577746187200	1577652741654	BogaH	m. pleasure
1577746187201	1577652741654	Buj Bunakti	P7. to enjoy
1577746187202	1577652741654	tap tapati	P1. to do penance, to burn
1577746187203	1577652741654	yA yAti	P2. to go
1577746187204	1577652741654	sarva	pron-adj. all
1577746187205	1577652741654	balin	mfn. strong
1577746187206	1577652741654	Danin	mfn. rich
1577746187207	1577652741654	BImaH	m. Bhima
1577746187208	1577652741654	tfzRA	f. thirst
1577746187209	1577652741654	jF jIryati	P4. to grow old,to decay
1577746187210	1577652741654	brAhmaRaH	m. brahmin
1577746187211	1577652741654	vittam	n. money
1577746187212	1577652741654	A-Sri ASrayati	P1. to depend on (+Accusative)
1577746187213	1577652741654	viGnaH	m. obstacle
1577746187214	1577652741654	anyaH-anyA-anyad	pron-adj. other (pronominal adj)
1577746187215	1577652741654	para	pron-adj. other
1577746187216	1577652741654	kataraH-katarA-katarad	pron-adj. which of two
1577746187217	1577652741654	cakfvas	mfn. having done
1577746187218	1577652741654	jagmivas	mfn. having gone
1577746187219	1577652741654	tasTivas	mfn. having stood
1577746187220	1577652741654	ninIvas	mfn. having led
1577746187221	1577652741654	jaGnivas	mfn. having killed
1577746187222	1577652741654	vidvas	mfn. learned (man)
1577746187223	1577652741654	rAjan rAjA	m. king
1577746187224	1577652741654	vartman	n. path
1577746187225	1577652741654	mahiman mahimA	m. greatness
1577746187226	1577652741654	gariman garimA	m. heaviness
1577746187227	1577652741654	preman premA prema	m. n. love
1577746187228	1577652741654	mUrDan  mUrDA	m. head
1577746187229	1577652741654	Atman AtmA	m. self
1577746187230	1577652741654	nAman nAma	n. name
1577746187231	1577652741654	karman karma	n. work
1577746187232	1577652741654	janman janma	n. birth
1577746187233	1577652741654	brahman brahmA brahma	m. n. the Absolute
1577746187234	1577652741654	vyoman vyoma	n. sky
1577746187235	1577652741654	Basman Basma	n. ashes
1577746187236	1577652741654	veSman veSma	n. house
1577746187237	1577652741654	loman loma	n. hair
1577746187238	1577652741654	carman carma	n. skin, leather
1577746187239	1577652741654	Cadman  Cadma	n. disguise, fraud
1577746187240	1577652741654	pratyac	mfn. western, averted
1577746187241	1577652741654	nyac	mfn. downward
1577746187242	1577652741654	samyac	mfn. right, proper
1577746187243	1577652741654	udac	mfn. upward
1577746187244	1577652741654	anvac	mfn. following
1577746187245	1577652741654	vizvac	mfn. pervading
1577746187246	1577652741654	tiryac	mfn. horizontal
1577746187247	1577652741654	parAc	mfn. turned away
1577746187248	1577652741654	prAc	mfn. eastern
1577746187249	1577652741654	avAc	mfn. southern
1577746187250	1577652741654	jyotsnA	f. moonlight
1577746187251	1577652741654	caRqAlaH	m. outcast
1577746187252	1577652741654	vizam	n. poison
1577746187253	1577652741654	vi-DA vidaDAti	P3. to perform, to lay down
